[2025-02-12_11-29-04-497] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_11-29-04-497.wav
[2025-02-12_12-21-17-519] Confidence: 0.90 | Text: all the way from 20,000 Hertz to | Audio: audio_logs/speech_2025-02-12_12-21-17-519.wav
[2025-02-12_12-21-22-575] Confidence: 0.90 | Text: I believe 192,000 Hertz | Audio: audio_logs/speech_2025-02-12_12-21-22-575.wav
[2025-02-12_12-21-27-631] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-21-27-631.wav
[2025-02-12_12-21-32-687] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-21-32-687.wav
[2025-02-12_12-21-37-743] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-21-37-743.wav
[2025-02-12_12-21-42-799] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-21-42-799.wav
[2025-02-12_12-21-47-855] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-21-47-855.wav
[2025-02-12_12-21-52-912] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-21-52-912.wav
[2025-02-12_12-21-57-967] Confidence: 0.90 | Text: I didn't | Audio: audio_logs/speech_2025-02-12_12-21-57-967.wav
[2025-02-12_12-22-03-024] Confidence: 0.90 | Text: meow like a microphone like that | Audio: audio_logs/speech_2025-02-12_12-22-03-024.wav
[2025-02-12_12-22-08-079] Confidence: 0.90 | Text: I feel like you'd have to be like really close to it | Audio: audio_logs/speech_2025-02-12_12-22-08-079.wav
[2025-02-12_12-22-13-136] Confidence: 0.90 | Text: pick up anything and I'm looking for something that | Audio: audio_logs/speech_2025-02-12_12-22-13-136.wav
[2025-02-12_12-22-18-192] Confidence: 0.90 | Text: no it's kind of a weird | Audio: audio_logs/speech_2025-02-12_12-22-18-192.wav
[2025-02-12_12-22-23-248] Confidence: 0.90 | Text: so this this kind of sound | Audio: audio_logs/speech_2025-02-12_12-22-23-248.wav
[2025-02-12_12-22-28-305] Confidence: 0.90 | Text: you're probably going to think this guy's crazy or something but | Audio: audio_logs/speech_2025-02-12_12-22-28-305.wav
[2025-02-12_12-22-33-361] Confidence: 0.90 | Text: hacked into my electronics | Audio: audio_logs/speech_2025-02-12_12-22-33-361.wav
[2025-02-12_12-22-38-417] Confidence: 0.90 | Text: shuffle my software engineer and I have these people do this | Audio: audio_logs/speech_2025-02-12_12-22-38-417.wav
[2025-02-12_12-22-43-473] Confidence: 0.90 | Text: before I have a hack into my computer and you know sent me death row | Audio: audio_logs/speech_2025-02-12_12-22-43-473.wav
[2025-02-12_12-22-48-529] Confidence: 0.90 | Text: things like that and I run my own software business and | Audio: audio_logs/speech_2025-02-12_12-22-48-529.wav
[2025-02-12_12-22-53-585] Confidence: 0.90 | Text: I feel like it's you know people who don't want my business to succeed | Audio: audio_logs/speech_2025-02-12_12-22-53-585.wav
[2025-02-12_12-22-58-641] Confidence: 0.90 | Text: but anyway they they recently been like har | Audio: audio_logs/speech_2025-02-12_12-22-58-641.wav
[2025-02-12_12-23-03-697] Confidence: 0.90 | Text: using some sort of like directional speaker or something like | Audio: audio_logs/speech_2025-02-12_12-23-03-697.wav
[2025-02-12_12-23-08-753] Confidence: 0.90 | Text: and I've been able to record them talking | Audio: audio_logs/speech_2025-02-12_12-23-08-753.wav
[2025-02-12_12-23-13-809] Confidence: 0.90 | Text: using a standard microphone | Audio: audio_logs/speech_2025-02-12_12-23-13-809.wav
[2025-02-12_12-23-18-865] Confidence: 0.90 | Text: Pride basically | Audio: audio_logs/speech_2025-02-12_12-23-18-865.wav
[2025-02-12_12-23-23-922] Confidence: 0.90 | Text: find a standard microphone I had to get the audio recordings Prof | Audio: audio_logs/speech_2025-02-12_12-23-23-922.wav
[2025-02-12_12-23-28-978] Confidence: 0.90 | Text: play enhanced to bring out the audio and they're in a like a frequency | Audio: audio_logs/speech_2025-02-12_12-23-28-978.wav
[2025-02-12_12-23-34-034] Confidence: 0.90 | Text: change that's not not within normal | Audio: audio_logs/speech_2025-02-12_12-23-34-034.wav
[2025-02-12_12-23-39-090] Confidence: 0.90 | Text: human hearing range you can hear it | Audio: audio_logs/speech_2025-02-12_12-23-39-090.wav
[2025-02-12_12-23-44-146] Confidence: 0.90 | Text: but it's it's | Audio: audio_logs/speech_2025-02-12_12-23-44-146.wav
[2025-02-12_12-23-49-202] Confidence: 0.90 | Text: like a standard microphone is not picking up everything that's being | Audio: audio_logs/speech_2025-02-12_12-23-49-202.wav
[2025-02-12_12-23-54-258] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-23-54-258.wav
[2025-02-12_12-23-59-314] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-23-59-314.wav
[2025-02-12_12-24-04-370] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-04-370.wav
[2025-02-12_12-24-09-427] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-09-427.wav
[2025-02-12_12-24-14-483] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-14-483.wav
[2025-02-12_12-24-19-539] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-19-539.wav
[2025-02-12_12-24-24-594] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-24-594.wav
[2025-02-12_12-24-29-651] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-29-651.wav
[2025-02-12_12-24-34-707] Confidence: 0.90 | Text: what | Audio: audio_logs/speech_2025-02-12_12-24-34-707.wav
[2025-02-12_12-24-39-763] Confidence: 0.90 | Text: ultrasound which would be below | Audio: audio_logs/speech_2025-02-12_12-24-39-763.wav
[2025-02-12_12-24-44-819] Confidence: 0.90 | Text: between you know | Audio: audio_logs/speech_2025-02-12_12-24-44-819.wav
[2025-02-12_12-24-49-875] Confidence: 0.90 | Text: zero | Audio: audio_logs/speech_2025-02-12_12-24-49-875.wav
[2025-02-12_12-24-54-932] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-54-932.wav
[2025-02-12_12-24-59-988] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-24-59-988.wav
[2025-02-12_12-25-05-044] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-05-044.wav
[2025-02-12_12-25-10-100] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-10-100.wav
[2025-02-12_12-25-15-156] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-15-156.wav
[2025-02-12_12-25-20-212] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-20-212.wav
[2025-02-12_12-25-25-268] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-25-268.wav
[2025-02-12_12-25-30-324] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-30-324.wav
[2025-02-12_12-25-35-380] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-35-380.wav
[2025-02-12_12-25-40-436] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-40-436.wav
[2025-02-12_12-25-45-493] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-45-493.wav
[2025-02-12_12-25-50-548] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-25-50-548.wav
[2025-02-12_12-25-55-605] Confidence: 0.90 | Text: play | Audio: audio_logs/speech_2025-02-12_12-25-55-605.wav
[2025-02-12_12-26-00-661] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-00-661.wav
[2025-02-12_12-26-05-717] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-05-717.wav
[2025-02-12_12-26-10-773] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-10-773.wav
[2025-02-12_12-26-15-829] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-15-829.wav
[2025-02-12_12-26-20-885] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-20-885.wav
[2025-02-12_12-26-25-941] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-25-941.wav
[2025-02-12_12-26-30-997] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-30-997.wav
[2025-02-12_12-26-36-053] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-36-053.wav
[2025-02-12_12-26-41-110] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-41-110.wav
[2025-02-12_12-26-46-166] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-46-166.wav
[2025-02-12_12-26-51-222] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-26-51-222.wav
[2025-02-12_12-26-56-278] Confidence: 0.90 | Text: so | Audio: audio_logs/speech_2025-02-12_12-26-56-278.wav
[2025-02-12_12-27-01-334] Confidence: 0.90 | Text: mainly like web application | Audio: audio_logs/speech_2025-02-12_12-27-01-334.wav
[2025-02-12_12-27-06-390] Confidence: 0.90 | Text: so I'm like online banking things like that | Audio: audio_logs/speech_2025-02-12_12-27-06-390.wav
[2025-02-12_12-27-11-446] Confidence: 0.90 | Text: and my software business is actually I don't know if | Audio: audio_logs/speech_2025-02-12_12-27-11-446.wav
[2025-02-12_12-27-16-502] Confidence: 0.90 | Text: familiar with what parallel Computing is | Audio: audio_logs/speech_2025-02-12_12-27-16-502.wav
[2025-02-12_12-27-21-558] Confidence: 0.90 | Text: parallel Computing is basically just need a modern computers have | Audio: audio_logs/speech_2025-02-12_12-27-21-558.wav
[2025-02-12_12-27-26-614] Confidence: 0.90 | Text: multiple processors on them and the software I develop | Audio: audio_logs/speech_2025-02-12_12-27-26-614.wav
[2025-02-12_12-27-31-670] Confidence: 0.90 | Text: allows you to take advantage of all those processors and get | Audio: audio_logs/speech_2025-02-12_12-27-31-670.wav
[2025-02-12_12-27-36-727] Confidence: 0.90 | Text: get work done faster and | Audio: audio_logs/speech_2025-02-12_12-27-36-727.wav
[2025-02-12_12-27-41-783] Confidence: 0.90 | Text: I'm expanding that into cloud computing too so | Audio: audio_logs/speech_2025-02-12_12-27-41-783.wav
[2025-02-12_12-27-46-839] Confidence: 0.90 | Text: companies like Amazon and Microsoft | Audio: audio_logs/speech_2025-02-12_12-27-46-839.wav
[2025-02-12_12-27-51-895] Confidence: 0.90 | Text: Google that have cloud computing | Audio: audio_logs/speech_2025-02-12_12-27-51-895.wav
[2025-02-12_12-27-56-951] Confidence: 0.90 | Text: offerings are kind of who who I be competing with | Audio: audio_logs/speech_2025-02-12_12-27-56-951.wav
[2025-02-12_12-28-02-007] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-28-02-007.wav
[2025-02-12_12-28-07-063] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-28-07-063.wav
[2025-02-12_12-28-12-119] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-28-12-119.wav
[2025-02-12_12-28-17-175] Confidence: 0.90 | Text: right now I'm trying to | Audio: audio_logs/speech_2025-02-12_12-28-17-175.wav
[2025-02-12_12-28-22-231] Confidence: 0.90 | Text: trying to have my Niche with that peril | Audio: audio_logs/speech_2025-02-12_12-28-22-231.wav
[2025-02-12_12-28-27-287] Confidence: 0.90 | Text: that's one of the advantages of side from being | Audio: audio_logs/speech_2025-02-12_12-28-27-287.wav
[2025-02-12_12-28-32-343] Confidence: 0.90 | Text: to take advantage of like all of the computers you know power | Audio: audio_logs/speech_2025-02-12_12-28-32-343.wav
[2025-02-12_12-28-37-400] Confidence: 0.90 | Text: how is yellow a big advantage | Audio: audio_logs/speech_2025-02-12_12-28-37-400.wav
[2025-02-12_12-28-42-456] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-28-42-456.wav
[2025-02-12_12-28-47-512] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-28-47-512.wav
[2025-02-12_12-28-52-568] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-28-52-568.wav
[2025-02-12_12-28-57-624] Confidence: 0.90 | Text: all right bro | Audio: audio_logs/speech_2025-02-12_12-28-57-624.wav
[2025-02-12_12-29-02-680] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-02-680.wav
[2025-02-12_12-29-07-736] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-07-736.wav
[2025-02-12_12-29-12-792] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-12-792.wav
[2025-02-12_12-29-17-848] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-17-848.wav
[2025-02-12_12-29-22-904] Confidence: 0.90 | Text: all right thank you | Audio: audio_logs/speech_2025-02-12_12-29-22-904.wav
[2025-02-12_12-29-27-960] Confidence: 0.90 | Text: all right thank you | Audio: audio_logs/speech_2025-02-12_12-29-27-960.wav
[2025-02-12_12-29-33-016] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-33-016.wav
[2025-02-12_12-29-38-072] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-38-072.wav
[2025-02-12_12-29-43-129] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-43-129.wav
[2025-02-12_12-29-48-185] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-48-185.wav
[2025-02-12_12-29-53-240] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-53-240.wav
[2025-02-12_12-29-58-297] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-29-58-297.wav
[2025-02-12_12-30-03-352] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-03-352.wav
[2025-02-12_12-30-08-409] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-08-409.wav
[2025-02-12_12-30-13-465] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-13-465.wav
[2025-02-12_12-30-18-521] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-18-521.wav
[2025-02-12_12-30-23-577] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-23-577.wav
[2025-02-12_12-30-28-633] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-28-633.wav
[2025-02-12_12-30-33-689] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-33-689.wav
[2025-02-12_12-30-38-745] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-38-745.wav
[2025-02-12_12-30-43-801] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-43-801.wav
[2025-02-12_12-30-48-858] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-48-858.wav
[2025-02-12_12-30-53-914] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-53-914.wav
[2025-02-12_12-30-58-969] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-30-58-969.wav
[2025-02-12_12-31-04-025] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-04-025.wav
[2025-02-12_12-31-09-081] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-09-081.wav
[2025-02-12_12-31-14-137] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-14-137.wav
[2025-02-12_12-31-19-193] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-19-193.wav
[2025-02-12_12-31-24-249] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-24-249.wav
[2025-02-12_12-31-29-306] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-29-306.wav
[2025-02-12_12-31-34-362] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-34-362.wav
[2025-02-12_12-31-39-419] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-39-419.wav
[2025-02-12_12-31-44-474] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-44-474.wav
[2025-02-12_12-31-49-531] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-49-531.wav
[2025-02-12_12-31-54-586] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-54-586.wav
[2025-02-12_12-31-59-642] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-31-59-642.wav
[2025-02-12_12-32-04-698] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-04-698.wav
[2025-02-12_12-32-09-755] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-09-755.wav
[2025-02-12_12-32-14-810] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-14-810.wav
[2025-02-12_12-32-19-867] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-19-867.wav
[2025-02-12_12-32-24-923] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-24-923.wav
[2025-02-12_12-32-29-979] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-29-979.wav
[2025-02-12_12-32-35-035] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-35-035.wav
[2025-02-12_12-32-40-091] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-40-091.wav
[2025-02-12_12-32-45-147] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-45-147.wav
[2025-02-12_12-32-50-203] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-50-203.wav
[2025-02-12_12-32-55-259] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-32-55-259.wav
[2025-02-12_12-33-00-315] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-00-315.wav
[2025-02-12_12-33-05-371] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-05-371.wav
[2025-02-12_12-33-10-427] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-10-427.wav
[2025-02-12_12-33-15-483] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-15-483.wav
[2025-02-12_12-33-20-540] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-20-540.wav
[2025-02-12_12-33-25-595] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-25-595.wav
[2025-02-12_12-33-30-651] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-30-651.wav
[2025-02-12_12-33-35-708] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-35-708.wav
[2025-02-12_12-33-40-764] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-40-764.wav
[2025-02-12_12-33-45-820] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-45-820.wav
[2025-02-12_12-33-50-876] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-50-876.wav
[2025-02-12_12-33-55-932] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-33-55-932.wav
[2025-02-12_12-34-00-988] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-00-988.wav
[2025-02-12_12-34-06-044] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-06-044.wav
[2025-02-12_12-34-11-100] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-11-100.wav
[2025-02-12_12-34-16-156] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-16-156.wav
[2025-02-12_12-34-21-212] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-21-212.wav
[2025-02-12_12-34-26-269] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-26-269.wav
[2025-02-12_12-34-31-325] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-31-325.wav
[2025-02-12_12-34-36-381] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-36-381.wav
[2025-02-12_12-34-41-436] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-41-436.wav
[2025-02-12_12-34-46-493] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-46-493.wav
[2025-02-12_12-34-51-549] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-51-549.wav
[2025-02-12_12-34-56-605] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-34-56-605.wav
[2025-02-12_12-35-01-661] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-01-661.wav
[2025-02-12_12-35-06-717] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-06-717.wav
[2025-02-12_12-35-11-773] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-11-773.wav
[2025-02-12_12-35-16-829] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-16-829.wav
[2025-02-12_12-35-21-885] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-21-885.wav
[2025-02-12_12-35-26-941] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-26-941.wav
[2025-02-12_12-35-31-997] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-31-997.wav
[2025-02-12_12-35-37-053] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-37-053.wav
[2025-02-12_12-35-42-109] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-42-109.wav
[2025-02-12_12-35-47-165] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-47-165.wav
[2025-02-12_12-35-52-222] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-52-222.wav
[2025-02-12_12-35-57-278] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-35-57-278.wav
[2025-02-12_12-36-02-333] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-02-333.wav
[2025-02-12_12-36-07-390] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-07-390.wav
[2025-02-12_12-36-12-445] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-12-445.wav
[2025-02-12_12-36-17-502] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-17-502.wav
[2025-02-12_12-36-22-558] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-22-558.wav
[2025-02-12_12-36-27-614] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-27-614.wav
[2025-02-12_12-36-32-670] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-32-670.wav
[2025-02-12_12-36-37-726] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-37-726.wav
[2025-02-12_12-36-42-782] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-42-782.wav
[2025-02-12_12-36-47-838] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-47-838.wav
[2025-02-12_12-36-52-894] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-52-894.wav
[2025-02-12_12-36-57-950] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-36-57-950.wav
[2025-02-12_12-37-03-006] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-03-006.wav
[2025-02-12_12-37-08-062] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-08-062.wav
[2025-02-12_12-37-13-119] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-13-119.wav
[2025-02-12_12-37-18-175] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-18-175.wav
