[2025-02-12_13-20-12-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-20-12-028.wav
[2025-02-12_15-36-21-610] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-21-610.wav
[2025-02-12_15-36-26-667] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-26-667.wav
[2025-02-12_15-36-31-723] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-31-723.wav
[2025-02-12_15-36-36-779] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-36-779.wav
[2025-02-12_15-36-41-835] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-41-835.wav
[2025-02-12_15-36-46-891] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-46-891.wav
[2025-02-12_15-36-51-947] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-51-947.wav
[2025-02-12_15-36-57-004] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-36-57-004.wav
[2025-02-12_15-37-02-059] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-02-059.wav
[2025-02-12_15-37-07-116] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-07-116.wav
[2025-02-12_15-37-12-172] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-12-172.wav
[2025-02-12_15-37-17-228] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-17-228.wav
[2025-02-12_15-37-22-284] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-22-284.wav
[2025-02-12_15-37-27-341] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-27-341.wav
[2025-02-12_15-37-32-397] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-32-397.wav
[2025-02-12_15-37-37-453] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-37-453.wav
[2025-02-12_15-37-42-509] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-42-509.wav
[2025-02-12_15-37-47-565] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-47-565.wav
[2025-02-12_15-37-52-621] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-52-621.wav
[2025-02-12_15-37-57-678] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-37-57-678.wav
[2025-02-12_15-38-02-734] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-02-734.wav
[2025-02-12_15-38-07-790] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-07-790.wav
[2025-02-12_15-38-12-846] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-12-846.wav
[2025-02-12_15-38-17-902] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-17-902.wav
[2025-02-12_15-38-22-958] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-22-958.wav
[2025-02-12_15-38-28-014] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-28-014.wav
[2025-02-12_15-38-33-070] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-33-070.wav
[2025-02-12_15-38-38-127] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-38-127.wav
[2025-02-12_15-38-43-183] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-43-183.wav
[2025-02-12_15-38-48-239] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-48-239.wav
[2025-02-12_15-38-53-295] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-53-295.wav
[2025-02-12_15-38-58-351] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-38-58-351.wav
[2025-02-12_15-39-03-408] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-03-408.wav
[2025-02-12_15-39-08-464] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-08-464.wav
[2025-02-12_15-39-13-520] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-13-520.wav
[2025-02-12_15-39-18-576] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-18-576.wav
[2025-02-12_15-39-23-632] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-23-632.wav
[2025-02-12_15-39-28-688] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-28-688.wav
[2025-02-12_15-39-33-745] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-33-745.wav
[2025-02-12_15-39-38-801] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-38-801.wav
[2025-02-12_15-39-43-857] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-43-857.wav
[2025-02-12_15-39-48-913] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-48-913.wav
[2025-02-12_15-39-53-969] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-53-969.wav
[2025-02-12_15-39-59-025] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-39-59-025.wav
[2025-02-12_15-40-04-081] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-04-081.wav
[2025-02-12_15-40-09-138] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-09-138.wav
[2025-02-12_15-40-14-194] Confidence: 0.90 | Text: set alarm for 7:30 | Audio: audio_logs/speech_2025-02-12_15-40-14-194.wav
[2025-02-12_15-40-19-250] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-19-250.wav
[2025-02-12_15-40-24-306] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-24-306.wav
[2025-02-12_15-40-29-362] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-29-362.wav
[2025-02-12_15-40-34-418] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-34-418.wav
[2025-02-12_15-40-39-474] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-39-474.wav
[2025-02-12_15-40-44-530] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-44-530.wav
[2025-02-12_15-40-49-587] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-49-587.wav
[2025-02-12_15-40-54-643] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-54-643.wav
[2025-02-12_15-40-59-699] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-40-59-699.wav
[2025-02-12_15-41-04-755] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-04-755.wav
[2025-02-12_15-41-09-811] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-09-811.wav
[2025-02-12_15-41-14-867] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-14-867.wav
[2025-02-12_15-41-19-923] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-19-923.wav
[2025-02-12_15-41-24-979] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-24-979.wav
[2025-02-12_15-41-30-038] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-30-038.wav
[2025-02-12_15-41-35-091] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-35-091.wav
[2025-02-12_15-41-40-147] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-40-147.wav
[2025-02-12_15-41-45-203] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-45-203.wav
[2025-02-12_15-41-50-260] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-50-260.wav
[2025-02-12_15-41-55-316] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-41-55-316.wav
[2025-02-12_15-42-00-371] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-00-371.wav
[2025-02-12_15-42-05-428] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-05-428.wav
[2025-02-12_15-42-10-484] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-10-484.wav
[2025-02-12_15-42-15-541] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-15-541.wav
[2025-02-12_15-42-20-597] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-20-597.wav
[2025-02-12_15-42-25-653] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-25-653.wav
[2025-02-12_15-42-30-709] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-30-709.wav
[2025-02-12_15-42-35-765] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-35-765.wav
[2025-02-12_15-42-40-821] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-40-821.wav
[2025-02-12_15-42-45-877] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-45-877.wav
[2025-02-12_15-42-50-933] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-50-933.wav
[2025-02-12_15-42-55-989] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-42-55-989.wav
[2025-02-12_15-43-01-045] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-01-045.wav
[2025-02-12_15-43-06-101] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-06-101.wav
[2025-02-12_15-43-11-157] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-11-157.wav
[2025-02-12_15-43-16-213] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-16-213.wav
[2025-02-12_15-43-21-270] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-21-270.wav
[2025-02-12_15-43-26-326] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-26-326.wav
[2025-02-12_15-43-31-382] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-31-382.wav
[2025-02-12_15-43-36-438] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-36-438.wav
[2025-02-12_15-43-41-494] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-41-494.wav
[2025-02-12_15-43-46-551] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-46-551.wav
[2025-02-12_15-43-51-607] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-51-607.wav
[2025-02-12_15-43-56-663] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-43-56-663.wav
[2025-02-12_15-44-01-719] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-44-01-719.wav
[2025-02-12_15-44-06-775] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-44-06-775.wav
[2025-02-12_15-44-11-831] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-44-11-831.wav
[2025-02-12_15-44-16-887] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-44-16-887.wav
[2025-02-12_15-44-21-943] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-44-21-943.wav
[2025-02-12_15-44-27-000] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-44-27-000.wav
[2025-02-12_15-44-32-055] Confidence: 0.90 | Text: hey I miss | Audio: audio_logs/speech_2025-02-12_15-44-32-055.wav
[2025-02-12_15-44-37-112] Confidence: 0.90 | Text: from you guys I don't know if I was supposed to have an appointment | Audio: audio_logs/speech_2025-02-12_15-44-37-112.wav
[2025-02-12_15-44-42-168] Confidence: 0.90 | Text: play I can't find my paper that I got in the mail I found | Audio: audio_logs/speech_2025-02-12_15-44-42-168.wav
[2025-02-12_15-44-47-224] Confidence: 0.90 | Text: Twilight the paper for my voter registration and I found | Audio: audio_logs/speech_2025-02-12_15-44-47-224.wav
[2025-02-12_15-44-52-280] Confidence: 0.90 | Text: wallpaper for the | Audio: audio_logs/speech_2025-02-12_15-44-52-280.wav
[2025-02-12_15-44-57-336] Confidence: 0.90 | Text: like if you wanted like a representative to find your phone and stuff | Audio: audio_logs/speech_2025-02-12_15-44-57-336.wav
[2025-02-12_15-45-02-392] Confidence: 0.90 | Text: but I can't find my my paper | Audio: audio_logs/speech_2025-02-12_15-45-02-392.wav
[2025-02-12_15-45-07-448] Confidence: 0.90 | Text: my appointments | Audio: audio_logs/speech_2025-02-12_15-45-07-448.wav
[2025-02-12_15-45-12-504] Confidence: 0.90 | Text: social security number is 31300 | Audio: audio_logs/speech_2025-02-12_15-45-12-504.wav
[2025-02-12_15-45-17-560] Confidence: 0.90 | Text: 0322 | Audio: audio_logs/speech_2025-02-12_15-45-17-560.wav
[2025-02-12_15-45-22-617] Confidence: 0.90 | Text: and the application number | Audio: audio_logs/speech_2025-02-12_15-45-22-617.wav
[2025-02-12_15-45-27-673] Confidence: 0.90 | Text: 19871 | Audio: audio_logs/speech_2025-02-12_15-45-27-673.wav
[2025-02-12_15-45-32-729] Confidence: 0.90 | Text: 898 | Audio: audio_logs/speech_2025-02-12_15-45-32-729.wav
[2025-02-12_15-45-37-785] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-45-37-785.wav
[2025-02-12_15-45-42-841] Confidence: 0.90 | Text: t as in Tom | Audio: audio_logs/speech_2025-02-12_15-45-42-841.wav
[2025-02-12_15-45-47-897] Confidence: 0.90 | Text: 198 | Audio: audio_logs/speech_2025-02-12_15-45-47-897.wav
[2025-02-12_15-45-52-953] Confidence: 0.90 | Text: 715898 | Audio: audio_logs/speech_2025-02-12_15-45-52-953.wav
[2025-02-12_15-45-58-009] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-45-58-009.wav
[2025-02-12_15-46-03-065] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-46-03-065.wav
[2025-02-12_15-46-08-122] Confidence: 0.90 | Text: yeah | Audio: audio_logs/speech_2025-02-12_15-46-08-122.wav
[2025-02-12_15-46-13-178] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-46-13-178.wav
[2025-02-12_15-46-18-233] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-46-18-233.wav
[2025-02-12_15-46-23-289] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-46-23-289.wav
[2025-02-12_15-46-28-346] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-46-28-346.wav
[2025-02-12_15-46-33-401] Confidence: 0.90 | Text: April 10th | Audio: audio_logs/speech_2025-02-12_15-46-33-401.wav
[2025-02-12_15-46-38-458] Confidence: 0.90 | Text: 90 | Audio: audio_logs/speech_2025-02-12_15-46-38-458.wav
[2025-02-12_15-46-43-514] Confidence: 0.90 | Text: 03226 | Audio: audio_logs/speech_2025-02-12_15-46-43-514.wav
[2025-02-12_15-46-48-570] Confidence: 0.90 | Text: 121 Winthrop Avenue in Indianapolis | Audio: audio_logs/speech_2025-02-12_15-46-48-570.wav
[2025-02-12_15-46-53-626] Confidence: 0.90 | Text: 220 311 | Audio: audio_logs/speech_2025-02-12_15-46-53-626.wav
[2025-02-12_15-46-58-683] Confidence: 0.90 | Text: 6952531 | Audio: audio_logs/speech_2025-02-12_15-46-58-683.wav
[2025-02-12_15-47-03-739] Confidence: 0.90 | Text: I just missed a call probably like 20 minutes ago | Audio: audio_logs/speech_2025-02-12_15-47-03-739.wav
[2025-02-12_15-47-08-794] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-08-794.wav
[2025-02-12_15-47-13-851] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-13-851.wav
[2025-02-12_15-47-18-907] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-18-907.wav
[2025-02-12_15-47-23-963] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-23-963.wav
[2025-02-12_15-47-29-019] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-29-019.wav
[2025-02-12_15-47-34-075] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-34-075.wav
[2025-02-12_15-47-39-131] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-39-131.wav
[2025-02-12_15-47-44-187] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-44-187.wav
[2025-02-12_15-47-49-243] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-49-243.wav
[2025-02-12_15-47-54-299] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-54-299.wav
[2025-02-12_15-47-59-355] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-47-59-355.wav
[2025-02-12_15-48-04-411] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-48-04-411.wav
[2025-02-12_15-48-09-467] Confidence: 0.90 | Text: I'm sorry I went I went to the trustee's office this morning and I completely spaced | Audio: audio_logs/speech_2025-02-12_15-48-09-467.wav
[2025-02-12_15-48-14-524] Confidence: 0.90 | Text: time my appointment today | Audio: audio_logs/speech_2025-02-12_15-48-14-524.wav
[2025-02-12_15-48-19-579] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-19-579.wav
[2025-02-12_15-48-24-636] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-24-636.wav
[2025-02-12_15-48-29-692] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-29-692.wav
[2025-02-12_15-48-34-748] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-34-748.wav
[2025-02-12_15-48-39-804] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-39-804.wav
[2025-02-12_15-48-44-860] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-44-860.wav
[2025-02-12_15-48-49-917] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-49-917.wav
[2025-02-12_15-48-54-972] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-48-54-972.wav
[2025-02-12_15-49-00-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-00-028.wav
[2025-02-12_15-49-05-084] Confidence: 0.90 | Text: that would be Friday | Audio: audio_logs/speech_2025-02-12_15-49-05-084.wav
[2025-02-12_15-49-10-140] Confidence: 0.90 | Text: 9:30 a.m. | Audio: audio_logs/speech_2025-02-12_15-49-10-140.wav
[2025-02-12_15-49-15-196] Confidence: 0.90 | Text: okay what's what's the best | Audio: audio_logs/speech_2025-02-12_15-49-15-196.wav
[2025-02-12_15-49-20-252] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-20-252.wav
[2025-02-12_15-49-25-308] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-25-308.wav
[2025-02-12_15-49-30-365] Confidence: 0.90 | Text: trance | Audio: audio_logs/speech_2025-02-12_15-49-30-365.wav
[2025-02-12_15-49-35-421] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-35-421.wav
[2025-02-12_15-49-40-477] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-40-477.wav
[2025-02-12_15-49-45-533] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-45-533.wav
[2025-02-12_15-49-50-589] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-50-589.wav
[2025-02-12_15-49-55-645] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-49-55-645.wav
[2025-02-12_15-50-00-701] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-50-00-701.wav
[2025-02-12_15-50-05-758] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-50-05-758.wav
[2025-02-12_15-50-10-813] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-50-10-813.wav
[2025-02-12_15-50-15-870] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-50-15-870.wav
[2025-02-12_15-50-20-926] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_15-50-20-926.wav
[2025-02-12_15-50-25-982] Confidence: 0.90 | Text: no I was I accidentally hung up | Audio: audio_logs/speech_2025-02-12_15-50-25-982.wav
[2025-02-12_15-50-31-038] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-50-31-038.wav
[2025-02-12_15-50-36-094] Confidence: 0.90 | Text: what channel is 1990 | Audio: audio_logs/speech_2025-02-12_15-50-36-094.wav
[2025-02-12_15-50-41-150] Confidence: 0.90 | Text: 0322 | Audio: audio_logs/speech_2025-02-12_15-50-41-150.wav
[2025-02-12_15-50-46-206] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-50-46-206.wav
[2025-02-12_15-50-51-262] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-50-51-262.wav
[2025-02-12_15-50-56-318] Confidence: 0.90 | Text: yeah that would be better | Audio: audio_logs/speech_2025-02-12_15-50-56-318.wav
[2025-02-12_15-51-01-375] Confidence: 0.90 | Text: well actually you know what | Audio: audio_logs/speech_2025-02-12_15-51-01-375.wav
[2025-02-12_15-51-06-431] Confidence: 0.90 | Text: play come into the all into the office do I need to bring anything with me | Audio: audio_logs/speech_2025-02-12_15-51-06-431.wav
[2025-02-12_15-51-11-487] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-51-11-487.wav
[2025-02-12_15-51-16-543] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-51-16-543.wav
[2025-02-12_15-51-21-599] Confidence: 0.90 | Text: so | Audio: audio_logs/speech_2025-02-12_15-51-21-599.wav
[2025-02-12_15-51-26-655] Confidence: 0.90 | Text: I can bring in like copies of the direct deposit slips | Audio: audio_logs/speech_2025-02-12_15-51-26-655.wav
[2025-02-12_15-51-31-711] Confidence: 0.90 | Text: set my employer I'm not employed anymore to let me go last | Audio: audio_logs/speech_2025-02-12_15-51-31-711.wav
[2025-02-12_15-51-36-767] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-51-36-767.wav
[2025-02-12_15-51-41-823] Confidence: 0.90 | Text: I have an appointment right now I had an appointment | Audio: audio_logs/speech_2025-02-12_15-51-41-823.wav
[2025-02-12_15-51-46-879] Confidence: 0.90 | Text: okay okay | Audio: audio_logs/speech_2025-02-12_15-51-46-879.wav
[2025-02-12_15-51-51-935] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-51-51-935.wav
[2025-02-12_15-51-56-991] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-51-56-991.wav
[2025-02-12_15-52-02-047] Confidence: 0.90 | Text: thank you | Audio: audio_logs/speech_2025-02-12_15-52-02-047.wav
[2025-02-12_15-52-07-104] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-52-07-104.wav
[2025-02-12_15-52-12-160] Confidence: 0.90 | Text: World War Kids on what | Audio: audio_logs/speech_2025-02-12_15-52-12-160.wav
[2025-02-12_15-52-17-216] Confidence: 0.90 | Text: what's the address to have the address | Audio: audio_logs/speech_2025-02-12_15-52-17-216.wav
[2025-02-12_15-52-22-271] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-52-22-271.wav
[2025-02-12_15-52-27-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-52-27-327.wav
