[2025-02-13_09-26-29-299] Confidence: 0.90 | Text: hello | Audio: audio_logs1/speech_2025-02-13_09-26-29-299.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(45.93045333719101), np.float64(18.589175602611167), np.float64(34.86374568271822), np.float64(6.29283376430806), np.float64(70.37847416864072), np.float64(197.681777906367), np.float64(180.6838936004774), np.float64(92.72888374532107), np.float64(49.54702446610369)] | Type: Normal Sound Range
[2025-02-13_11-10-07-114] Confidence: 0.90 | Text: call me basically that no more work was going | Audio: audio_logs1/speech_2025-02-13_11-10-07-114.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(34.646751414983456), np.float64(39.05896819225693), np.float64(105.45921411909369), np.float64(246.50548814668815), np.float64(68.49785718160612), np.float64(239.99566011464532), np.float64(206.72320572864868), np.float64(148.93039908862409), np.float64(77.90094211677909)] | Type: Normal Sound Range
[2025-02-13_11-10-12-127] Confidence: 0.90 | Text: on my way now send it if that man you know | Audio: audio_logs1/speech_2025-02-13_11-10-12-127.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(35.5147284859225), np.float64(4.556879622429975), np.float64(39.27596245999168), np.float64(26.61796350879731), np.float64(46.00278475976926), np.float64(19.963472631597984), np.float64(77.17762789099655), np.float64(71.24645123957976), np.float64(8.245782173920906)] | Type: Normal Sound Range
[2025-02-13_11-10-17-140] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-17-140.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(34.35742572467044), np.float64(38.48031681163089), np.float64(4.412216777273468), np.float64(208.242165602792), np.float64(66.32791450425852), np.float64(78.69658776513988), np.float64(103.65092855463736), np.float64(204.48093162872283), np.float64(46.00278475976926)] | Type: Normal Sound Range
[2025-02-13_11-10-22-174] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-22-174.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.89114120901973), np.float64(36.16571128912678), np.float64(46.00278475976926), np.float64(4.484548199851721), np.float64(39.78228241803946), np.float64(25.96698070559303), np.float64(60.469069275419976), np.float64(50.270338691886224), np.float64(144.30118804361587)] | Type: Normal Sound Range
[2025-02-13_11-10-27-187] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-27-187.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.240158405815446), np.float64(26.690294931375565), np.float64(5.352525270790764), np.float64(36.74436266975281), np.float64(46.00278475976926), np.float64(53.16359559501637), np.float64(15.62358727690277), np.float64(22.92906095730638), np.float64(40.93958517929152)] | Type: Normal Sound Range
[2025-02-13_11-10-32-200] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-32-200.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(7.016147990090595), np.float64(25.894649283014775), np.float64(19.167826983237195), np.float64(43.97750492757817), np.float64(48.60671597258639), np.float64(33.20012296341839), np.float64(36.889025514909314), np.float64(68.0638686461366), np.float64(87.01470136163904)] | Type: Normal Sound Range
[2025-02-13_11-10-37-213] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-37-213.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.871485144934089), np.float64(18.372181334876405), np.float64(25.894649283014775), np.float64(11.211370499629302), np.float64(22.061083886367335), np.float64(880.5627384676588), np.float64(1168.2248060613733), np.float64(43.03719643406087), np.float64(48.60671597258639)] | Type: Normal Sound Range
[2025-02-13_11-10-42-226] Confidence: 0.90 | Text: set alarm for 7:00 a.m. | Audio: audio_logs1/speech_2025-02-13_11-10-42-226.wav | Frequencies: [np.float64(0.506319958047775), np.float64(36.4550369794398), np.float64(43.97750492757817), np.float64(4.484548199851721), np.float64(48.53438455000814), np.float64(21.482432505741308), np.float64(40.07160810835247), np.float64(32.47680873763585), np.float64(238.25970597276722), np.float64(10.126399160955499)] | Type: Normal Sound Range
[2025-02-13_11-10-47-239] Confidence: 0.90 | Text: okay thanks Siri | Audio: audio_logs1/speech_2025-02-13_11-10-47-239.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(36.74436266975281), np.float64(6.437496609464567), np.float64(10.198730583533752), np.float64(80.64953617475273), np.float64(76.88830220068354), np.float64(208.38682844794852), np.float64(43.6158478146869), np.float64(22.061083886367335), np.float64(125.78434386358295)] | Type: Normal Sound Range
[2025-02-13_11-10-52-252] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-52-252.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(5.569519538525524), np.float64(44.19449919531293), np.float64(28.136923382940637), np.float64(36.74436266975281), np.float64(18.372181334876405), np.float64(22.49507242183686), np.float64(50.631995804777496), np.float64(9.33075351259471), np.float64(88.4613298132041)] | Type: Normal Sound Range
[2025-02-13_11-10-57-266] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-10-57-266.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.556879622429975), np.float64(44.26683061789118), np.float64(37.32301405037884), np.float64(21.91642104121083), np.float64(18.2275184897199), np.float64(11.790021880255331), np.float64(26.328637818484296), np.float64(53.95924124337716), np.float64(49.54702446610369)] | Type: Normal Sound Range
[2025-02-13_11-11-02-279] Confidence: 0.90 | Text: all right thanks Steven | Audio: audio_logs1/speech_2025-02-13_11-11-02-279.wav | Frequencies: [np.float64(0.650982803204282), np.float64(36.81669409233106), np.float64(33.20012296341839), np.float64(44.26683061789118), np.float64(6.29283376430806), np.float64(251.49635630458764), np.float64(79.13057630060939), np.float64(65.31527458816296), np.float64(86.65304424874776), np.float64(143.21621670494204)] | Type: Normal Sound Range
[2025-02-13_11-11-07-292] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-11-07-292.wav | Frequencies: [np.float64(37.6846711632701), np.float64(0.3616571128912678), np.float64(4.412216777273468), np.float64(76.96063362326178), np.float64(33.778774344044415), np.float64(107.19516826097178), np.float64(188.35102439377226), np.float64(44.19449919531293), np.float64(175.2590369071084), np.float64(184.51745899712483)] | Type: Normal Sound Range
[2025-02-13_11-11-12-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-11-12-327.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.339885354695213), np.float64(35.22540279560948), np.float64(44.19449919531293), np.float64(104.5189056255764), np.float64(39.42062530514819), np.float64(24.448020831449703), np.float64(8.607439286812173), np.float64(17.938192799406885), np.float64(1172.998679951538)] | Type: Normal Sound Range
[2025-02-13_11-11-17-340] Confidence: 0.90 | Text: 3055 * 78452 | Audio: audio_logs1/speech_2025-02-13_11-11-17-340.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.871485144934089), np.float64(33.56178007630965), np.float64(44.12216777273467), np.float64(23.72470660566717), np.float64(18.66150702518942), np.float64(88.3166669680476), np.float64(1141.6791739751543), np.float64(1133.6503860689681), np.float64(1079.474150557856)] | Type: Normal Sound Range
[2025-02-13_11-11-22-353] Confidence: 0.90 | Text: yeah we had to get super | Audio: audio_logs1/speech_2025-02-13_11-11-22-353.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(44.19449919531293), np.float64(25.17133505723224), np.float64(4.918536735321243), np.float64(18.733838447767674), np.float64(730.9813565758305), np.float64(8.607439286812173), np.float64(88.38899839062586), np.float64(33.56178007630965), np.float64(1185.4396846349975)] | Type: Normal Sound Range
[2025-02-13_11-11-27-366] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-11-27-366.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(7.016147990090595), np.float64(17.576535686515616), np.float64(11.500696189942316), np.float64(44.12216777273467), np.float64(21.410101083163056), np.float64(35.94871702139202), np.float64(32.187483047322836), np.float64(25.026672212075734), np.float64(271.0258404007161)] | Type: Normal Sound Range
[2025-02-13_11-11-32-379] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-11-32-379.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(7.088479412668849), np.float64(34.646751414983456), np.float64(233.19650639228948), np.float64(237.3917289018282), np.float64(226.10802697962063), np.float64(10.994376231894542), np.float64(260.9717726623389), np.float64(78.3349306522486), np.float64(44.19449919531293)] | Type: Normal Sound Range
[2025-02-13_11-11-37-393] Confidence: 0.90 | Text: OK Google hopefully I can | Audio: audio_logs1/speech_2025-02-13_11-11-37-393.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(6.943816567512342), np.float64(20.54212401222401), np.float64(190.37630422596337), np.float64(203.54062313520552), np.float64(36.238042711705035), np.float64(25.82231786043652), np.float64(40.433265221243744), np.float64(53.16359559501637), np.float64(44.19449919531293)] | Type: Normal Sound Range
[2025-02-13_11-11-42-406] Confidence: 0.90 | Text: Now find the find a | Audio: audio_logs1/speech_2025-02-13_11-11-42-406.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(34.86374568271822), np.float64(38.697311079365655), np.float64(78.47959349740512), np.float64(44.26683061789118), np.float64(18.372181334876405), np.float64(6.437496609464567), np.float64(244.6972025822318), np.float64(68.28086291387136), np.float64(212.22039384459595)] | Type: Normal Sound Range
[2025-02-13_11-11-47-419] Confidence: 0.90 | Text: play some something to bring something | Audio: audio_logs1/speech_2025-02-13_11-11-47-419.wav | Frequencies: [np.float64(0.650982803204282), np.float64(38.841973924522165), np.float64(77.68394784904433), np.float64(116.09193323809697), np.float64(81.37285040053526), np.float64(152.83629590784977), np.float64(34.646751414983456), np.float64(246.14383103379689), np.float64(44.19449919531293), np.float64(187.62771016798973)] | Type: Normal Sound Range
[2025-02-13_11-11-52-432] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-11-52-432.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(33.34478580857489), np.float64(234.49847199869805), np.float64(65.96625739136725), np.float64(167.23024900092224), np.float64(242.23793421457117), np.float64(44.19449919531293), np.float64(346.97383410788234), np.float64(312.97806549610317), np.float64(238.187374550189)] | Type: Normal Sound Range
[2025-02-13_11-11-57-445] Confidence: 0.90 | Text: reach out as soon as I figure it out | Audio: audio_logs1/speech_2025-02-13_11-11-57-445.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(33.34478580857489), np.float64(37.033688360065824), np.float64(66.11092023652375), np.float64(4.846205312742988), np.float64(44.19449919531293), np.float64(244.190882624184), np.float64(146.03714218549393), np.float64(160.93741523661419), np.float64(210.41210828013962)] | Type: Normal Sound Range
[2025-02-13_11-12-02-480] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-02-480.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(44.19449919531293), np.float64(18.29984991229815), np.float64(4.918536735321243), np.float64(168.45988318475256), np.float64(834.1982965949983), np.float64(1183.6313990705412), np.float64(1171.6967143451295), np.float64(24.15869514113669), np.float64(33.56178007630965)] | Type: Normal Sound Range
[2025-02-13_11-12-07-493] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-07-493.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(204.40860020614457), np.float64(44.19449919531293), np.float64(6.871485144934089), np.float64(18.29984991229815), np.float64(1184.8610332543717), np.float64(33.4894486537314), np.float64(1177.844885264281), np.float64(524.4028136923383), np.float64(564.7637474910039)] | Type: Normal Sound Range
[2025-02-13_11-12-12-506] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-12-506.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.484548199851721), np.float64(11.500696189942316), np.float64(26.473300663640803), np.float64(19.167826983237195), np.float64(15.478924431746263), np.float64(33.4894486537314), np.float64(40.21627095350898), np.float64(45.27947053398673), np.float64(50.55966438219924)] | Type: Normal Sound Range
[2025-02-13_11-12-17-519] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-17-519.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.484548199851721), np.float64(44.12216777273467), np.float64(33.4894486537314), np.float64(199.27306920308857), np.float64(18.372181334876405), np.float64(26.97962062168858), np.float64(227.48232400860746), np.float64(193.34189255167178), np.float64(218.80255329921704)] | Type: Normal Sound Range
[2025-02-13_11-12-22-532] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-22-532.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.509828032042821), np.float64(23.869369450823676), np.float64(31.536500244118553), np.float64(44.19449919531293), np.float64(18.733838447767674), np.float64(1151.0822589103273), np.float64(11.790021880255331), np.float64(50.05334442415147), np.float64(37.61233974069185)] | Type: Normal Sound Range
[2025-02-13_11-12-27-545] Confidence: 0.90 | Text: thanks to you and I appreciate it | Audio: audio_logs1/speech_2025-02-13_11-12-27-545.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.799153722355835), np.float64(92.58422090016455), np.float64(35.87638559881377), np.float64(24.95434078949748), np.float64(18.010524221985136), np.float64(214.1733422542088), np.float64(43.54351639210864), np.float64(88.38899839062586), np.float64(80.28787906186146)] | Type: Normal Sound Range
[2025-02-13_11-12-32-558] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-32-558.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(4.122891086960453), np.float64(17.938192799406885), np.float64(24.665015099184465), np.float64(36.96135693748757), np.float64(43.109527856639126), np.float64(245.70984249832736), np.float64(28.42624907325365), np.float64(32.25981446990109), np.float64(237.5363917469847)] | Type: Normal Sound Range
[2025-02-13_11-12-37-571] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-37-571.wav | Frequencies: [np.float64(0.650982803204282), np.float64(4.629211045008228), np.float64(24.95434078949748), np.float64(18.516844180032912), np.float64(8.824433554546935), np.float64(36.81669409233106), np.float64(14.104627402759444), np.float64(28.932569031301426), np.float64(44.19449919531293), np.float64(33.12779154084013)] | Type: Normal Sound Range
[2025-02-13_11-12-42-585] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-42-585.wav | Frequencies: [np.float64(0.506319958047775), np.float64(7.088479412668849), np.float64(19.240158405815446), np.float64(24.809677944340972), np.float64(10.705050541581528), np.float64(41.01191660186977), np.float64(15.62358727690277), np.float64(94.10318077430789), np.float64(28.932569031301426), np.float64(55.333538272363974)] | Type: Normal Sound Range
[2025-02-13_11-12-47-598] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-47-598.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.871485144934089), np.float64(11.500696189942316), np.float64(18.733838447767674), np.float64(28.06459196036238), np.float64(38.26332254389614), np.float64(43.97750492757817), np.float64(49.98101300157321), np.float64(33.12779154084013), np.float64(23.073723802462887)] | Type: Normal Sound Range
[2025-02-13_11-12-52-632] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-52-632.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(5.7865138062602846), np.float64(9.981736315798992), np.float64(16.057575812372292), np.float64(24.37568940887145), np.float64(19.746478363863222), np.float64(43.905173504999915), np.float64(29.583551834505705), np.float64(33.56178007630965), np.float64(54.03157266595541)] | Type: Normal Sound Range
[2025-02-13_11-12-57-645] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-12-57-645.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(5.497188115947271), np.float64(11.066707654472795), np.float64(18.806169870345926), np.float64(27.268946312001592), np.float64(43.97750492757817), np.float64(14.82794162854198), np.float64(55.62286396267699), np.float64(23.146055225041138), np.float64(33.70644292146616)] | Type: Normal Sound Range
[2025-02-13_11-13-02-658] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-02-658.wav | Frequencies: [np.float64(6.799153722355835), np.float64(2.314605522504114), np.float64(11.428364767364062), np.float64(29.65588325708396), np.float64(24.95434078949748), np.float64(17.576535686515616), np.float64(34.21276287951393), np.float64(37.901665431004865), np.float64(60.68606354315474), np.float64(43.109527856639126)] | Type: Normal Sound Range
[2025-02-13_11-13-07-672] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-07-672.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.943816567512342), np.float64(56.8524981465073), np.float64(21.554763928319563), np.float64(28.353917650675395), np.float64(65.0982803204282), np.float64(33.12779154084013), np.float64(52.150955678920816), np.float64(44.19449919531293), np.float64(16.419232925263557)] | Type: Normal Sound Range
[2025-02-13_11-13-12-685] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-12-685.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(7.160810835247102), np.float64(44.12216777273467), np.float64(18.2275184897199), np.float64(27.775266270049368), np.float64(22.856729534728125), np.float64(33.634111498887904), np.float64(48.823710240321155), np.float64(53.16359559501637), np.float64(88.1720041228911)] | Type: Normal Sound Range
[2025-02-13_11-13-17-698] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-17-698.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(44.12216777273467), np.float64(4.0505596643822), np.float64(7.739462215873131), np.float64(18.516844180032912), np.float64(22.639735266993366), np.float64(26.61796350879731), np.float64(30.88551744091427), np.float64(50.84899007251225), np.float64(58.950109401276656)] | Type: Normal Sound Range
[2025-02-13_11-13-22-711] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-22-711.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(44.12216777273467), np.float64(4.629211045008228), np.float64(18.589175602611167), np.float64(9.33075351259471), np.float64(32.62147158279236), np.float64(24.737346521762717), np.float64(59.745755049637445), np.float64(49.33003019836893), np.float64(53.30825844017288)] | Type: Normal Sound Range
[2025-02-13_11-13-27-723] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-27-723.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(44.12216777273467), np.float64(4.701542467586481), np.float64(18.66150702518942), np.float64(24.37568940887145), np.float64(8.824433554546935), np.float64(28.42624907325365), np.float64(50.05334442415147), np.float64(78.3349306522486), np.float64(87.59335274226507)] | Type: Normal Sound Range
[2025-02-13_11-13-32-737] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-32-737.wav | Frequencies: [np.float64(0.506319958047775), np.float64(44.12216777273467), np.float64(5.352525270790764), np.float64(18.589175602611167), np.float64(9.403084935172963), np.float64(25.388329324967), np.float64(59.45642935932443), np.float64(14.39395309307246), np.float64(49.76401873383845), np.float64(54.17623551111192)] | Type: Normal Sound Range
[2025-02-13_11-13-37-772] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-37-772.wav | Frequencies: [np.float64(0.506319958047775), np.float64(7.088479412668849), np.float64(18.2275184897199), np.float64(44.12216777273467), np.float64(11.500696189942316), np.float64(33.12779154084013), np.float64(23.29071807019765), np.float64(29.149563299036185), np.float64(54.17623551111192), np.float64(63.21766333339362)] | Type: Normal Sound Range
[2025-02-13_11-13-42-785] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-42-785.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(18.733838447767674), np.float64(4.773873890164735), np.float64(44.12216777273467), np.float64(12.296341838303105), np.float64(8.53510786423392), np.float64(26.473300663640803), np.float64(48.53438455000814), np.float64(35.22540279560948), np.float64(56.12918392072476)] | Type: Normal Sound Range
[2025-02-13_11-13-47-798] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-47-798.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(44.04983635015642), np.float64(4.701542467586481), np.float64(18.2275184897199), np.float64(59.745755049637445), np.float64(88.1720041228911), np.float64(10.198730583533752), np.float64(55.550532540098736), np.float64(23.79703802824542), np.float64(32.47680873763585)] | Type: Normal Sound Range
[2025-02-13_11-13-52-811] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-52-811.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(43.97750492757817), np.float64(5.931176651416792), np.float64(18.66150702518942), np.float64(59.745755049637445), np.float64(10.632719119003273), np.float64(25.388329324967), np.float64(87.95500985515633), np.float64(50.05334442415147), np.float64(38.11865969873963)] | Type: Normal Sound Range
[2025-02-13_11-13-57-824] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-13-57-824.wav | Frequencies: [np.float64(0.506319958047775), np.float64(43.97750492757817), np.float64(4.484548199851721), np.float64(18.589175602611167), np.float64(59.745755049637445), np.float64(9.837073470642485), np.float64(88.02734127773459), np.float64(28.570911918410157), np.float64(14.176958825337698), np.float64(68.42552575902786)] | Type: Normal Sound Range
[2025-02-13_11-14-02-837] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-02-837.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(44.04983635015642), np.float64(4.773873890164735), np.float64(18.444512757454657), np.float64(59.745755049637445), np.float64(12.730330373772627), np.float64(87.66568416484331), np.float64(26.039312128171282), np.float64(38.55264823420915), np.float64(34.35742572467044)] | Type: Normal Sound Range
[2025-02-13_11-14-07-850] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-07-850.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(44.04983635015642), np.float64(3.9058968192256924), np.float64(18.372181334876405), np.float64(7.739462215873131), np.float64(59.8180864722157), np.float64(27.63060342489286), np.float64(87.08703278421729), np.float64(37.973996853583124), np.float64(31.825825934431567)] | Type: Normal Sound Range
[2025-02-13_11-14-12-864] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-12-864.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(44.04983635015642), np.float64(16.99788430588959), np.float64(4.484548199851721), np.float64(25.96698070559303), np.float64(21.627095350897815), np.float64(59.89041789479395), np.float64(11.211370499629302), np.float64(39.34829388256994), np.float64(53.38058986275113)] | Type: Normal Sound Range
[2025-02-13_11-14-17-877] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-17-877.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(62.205023417298065), np.float64(44.04983635015642), np.float64(18.66150702518942), np.float64(4.701542467586481), np.float64(56.05685249814651), np.float64(22.639735266993366), np.float64(28.136923382940637), np.float64(10.922044809316288), np.float64(37.32301405037884)] | Type: Normal Sound Range
[2025-02-13_11-14-22-890] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-22-890.wav | Frequencies: [np.float64(0.506319958047775), np.float64(18.66150702518942), np.float64(44.04983635015642), np.float64(62.205023417298065), np.float64(5.352525270790764), np.float64(24.882009366919224), np.float64(56.05685249814651), np.float64(37.32301405037884), np.float64(11.211370499629302), np.float64(50.05334442415147)] | Type: Normal Sound Range
[2025-02-13_11-14-27-924] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-27-924.wav | Frequencies: [np.float64(0.506319958047775), np.float64(18.66150702518942), np.float64(4.629211045008228), np.float64(62.205023417298065), np.float64(44.04983635015642), np.float64(27.341277734579847), np.float64(9.54774778032947), np.float64(13.670638867289924), np.float64(23.72470660566717), np.float64(55.98452107556826)] | Type: Normal Sound Range
[2025-02-13_11-14-32-937] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-32-937.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(18.66150702518942), np.float64(44.12216777273467), np.float64(62.205023417298065), np.float64(4.629211045008228), np.float64(55.98452107556826), np.float64(8.245782173920906), np.float64(25.74998643785827), np.float64(14.39395309307246), np.float64(35.87638559881377)] | Type: Normal Sound Range
[2025-02-13_11-14-37-951] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-37-951.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(18.66150702518942), np.float64(4.412216777273468), np.float64(44.04983635015642), np.float64(62.205023417298065), np.float64(9.764742048064232), np.float64(55.98452107556826), np.float64(24.882009366919224), np.float64(35.37006564076599), np.float64(39.42062530514819)] | Type: Normal Sound Range
[2025-02-13_11-14-42-964] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-42-964.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(18.66150702518942), np.float64(62.205023417298065), np.float64(4.484548199851721), np.float64(55.98452107556826), np.float64(43.97750492757817), np.float64(35.5147284859225), np.float64(28.42624907325365), np.float64(24.665015099184465), np.float64(39.20363103741343)] | Type: Normal Sound Range
[2025-02-13_11-14-47-977] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-47-977.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.09549556065894), np.float64(6.365165186886314), np.float64(62.63901195276758), np.float64(24.809677944340972), np.float64(43.109527856639126), np.float64(37.6846711632701), np.float64(10.34339342869026), np.float64(57.21415525939857), np.float64(33.20012296341839)] | Type: Normal Sound Range
[2025-02-13_11-14-52-990] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-52-990.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(19.240158405815446), np.float64(62.78367479792409), np.float64(7.160810835247102), np.float64(22.92906095730638), np.float64(27.558272002314606), np.float64(43.905173504999915), np.float64(10.994376231894542), np.float64(15.2619301640115), np.float64(48.38972170485163)] | Type: Normal Sound Range
[2025-02-13_11-14-58-003] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-14-58-003.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.240158405815446), np.float64(62.78367479792409), np.float64(6.003508073995046), np.float64(43.109527856639126), np.float64(38.48031681163089), np.float64(23.29071807019765), np.float64(11.283701922207555), np.float64(59.09477224643316), np.float64(27.919929115205875)] | Type: Normal Sound Range
[2025-02-13_11-15-03-016] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-03-016.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.3124898283937), np.float64(62.78367479792409), np.float64(4.556879622429975), np.float64(24.809677944340972), np.float64(10.994376231894542), np.float64(43.97750492757817), np.float64(37.178351205222334), np.float64(15.478924431746263), np.float64(87.08703278421729)] | Type: Normal Sound Range
[2025-02-13_11-15-08-029] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-08-029.wav | Frequencies: [np.float64(19.3124898283937), np.float64(0.4339885354695214), np.float64(6.29283376430806), np.float64(62.856006220502344), np.float64(25.74998643785827), np.float64(15.695918699481023), np.float64(10.415724851268513), np.float64(36.4550369794398), np.float64(58.805446556120145), np.float64(42.53087647601309)] | Type: Normal Sound Range
