Timestamp,Vosk Raw,Vosk Phase,Vosk AM,Vosk FM,Vosk SSB,Sphinx Raw,Sphinx Phase,Sphinx AM,Sphinx FM,Sphinx SSB,Frequencies (Hz)
2025-05-04 20:29:22,"{
  ""text"" : """"
2025-05-05 04:57:18, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"16.8, 11.8, 16.0, 12.6, 10.6, 12.9, 12.5, 12.4, 16.4, 12.6"
2025-05-05 04:57:52,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"17.0, 15.9, 12.4, 12.8, 12.1, 12.1, 11.4, 12.5, 12.0, 12.2"
2025-05-05 04:58:42,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.4, 12.3, 11.8, 12.4, 12.0, 12.7, 12.2, 12.7, 11.9, 12.4"
2025-05-05 04:59:33,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"13.0, 12.1, 11.9, 11.4, 16.9, 11.7, 16.5, 13.5, 16.5, 12.0"
2025-05-05 05:00:40, I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room.,"12.1, 14.5, 11.7, 12.7, 11.9, 12.3, 12.8, 14.6, 12.8, 11.9"
2025-05-05 05:01:14,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"11.6, 11.5, 10.8, 16.8, 11.4, 12.1, 11.8, 11.9, 12.9, 12.2"
2025-05-05 05:02:04,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.3, 12.1, 12.2, 12.4, 12.1, 12.2, 11.7, 12.6, 12.1, 12.5"
2025-05-05 05:03:20, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"11.5, 11.1, 11.8, 15.7, 12.0, 11.4, 12.6, 12.3, 12.3, 11.5"
2025-05-05 05:03:45,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.1, 11.4, 13.3, 12.3, 12.2, 12.1, 12.5, 12.4, 12.0, 16.2"
2025-05-05 05:04:36,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"15.4, 12.1, 12.8, 12.3, 11.9, 16.8, 12.0, 12.6, 12.1, 11.8"
2025-05-05 05:05:52, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"11.4, 12.5, 12.1, 11.5, 12.0, 11.9, 12.3, 11.8, 11.8, 12.6"
2025-05-05 05:06:25,, I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room. I'm going to go to the next room.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.1, 12.9, 12.1, 11.4, 13.0, 12.7, 16.1, 12.6, 11.8, 11.9"
2025-05-05 05:07:07,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"11.7, 12.3, 12.4, 12.5, 12.5, 11.8, 12.1, 13.2, 11.6, 12.3"
2025-05-05 05:08:15, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"12.4, 17.1, 11.7, 12.6, 12.3, 12.5, 12.5, 11.8, 12.0, 12.8"
2025-05-05 05:09:07, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"13.0, 10.9, 12.6, 11.9, 12.3, 11.9, 12.0, 11.0, 11.7, 12.7"
2025-05-05 05:09:39,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.5, 16.5, 12.2, 12.1, 12.7, 11.7, 12.7, 12.5, 12.9, 12.3"
2025-05-05 05:11:09, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station. I'm going to the next station., I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"11.6, 12.6, 12.3, 13.0, 11.4, 11.0, 11.9, 12.5, 10.9, 12.4"
2025-05-05 05:11:59, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"11.3, 11.0, 12.3, 12.9, 10.9, 12.4, 12.8, 12.4, 12.7, 12.5"
2025-05-05 05:12:26,, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"11.6, 12.6, 11.9, 12.5, 12.1, 12.7, 12.6, 12.3, 12.7, 12.3"
